composition,n_entries
DyBi2IO4,1
ScAsO4,1
LuBi2BrO4,1
K2CoH12(SO7)2,1
ZnHgC4(SN)4,1
TiAs2H4O9,1
P4O9,1
Ba2Zn7F18,1
Rb2Hg(BSe)9,1
Rb4(BSe)9,1
MnH4S2O9,1
Bi4RuI2,1
Ba9(NbN6)2,1
CsS2N(O2F)2,1
MgGeH12(OF)6,1
Si2Ag6O7,1
Tl2S7N8,1
Nb3Tl2Br9,1
Na2In2Sb3,1
K3GaTe3,1
K3GaSe3,1
K3AlAs2,1
Cd2AsO4F,1
Nb(SeBr)2,1
ReSe2,1
Sr2Li3NbN4,1
BaVAsO6,1
Na2Ca(PO3)4,1
TlPt2Se3,1
Sb(OF3)2,1
CsBa2Br5,1
AsSe,1
Rb2Cd3H6S3O16,1
Ga2H6(SeO4)3,1
BaGa2(GeO4)2,1
Rb2NaAl3F12,1
K2PaF7,1
Cs2MgH12(SO7)2,1
KSn,1
BaTm2NiO5,1
Rb3As11,1
MnH10SeO9,1
Si6Cl10O7,1
Ba3Nb2O8,1
HfNCl,1
Ag4HgGe2S7,1
Cs2CoSiO4,1
RbZn4(BO3)3,1
CsAlBP2HO9,1
CaZrO3,1
K2LaP2Se7,1
Ca3V2O8,1
VPPbO6,1
Na2CN2,1
Bi9Rh2I3,1
H13S2N3O8,1
K2Ag(AsSe2)3,1
MnHgC4(SN)4,1
CdAg4Ge2S7,1
